priority_tier,area,store_name,address,phone,map_link,instagram_or_site,review_count,rating,store_type,store_tone,location_score,specialty_score,contactability_score,total_score,priority_grade,message_type,contact_status,last_contact_date,notes,sms_ready,source_bucket,cleanup_flags,cluster,send_score,send_priority_bucket,recommended_wave,send_order,batch_hint,priority_reason
2,강서/마곡,강서 전자담배,,0507-1377-9071,,,,,전자담배 전문점,강서/마곡 네이버 검색 검증,3,4,5,12,B,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁 (주소 확인 필요),yes,web_search_draft,,확장/생활상권,13.30,P3,Wave 3,564,Batch 12,"score 13.3, message_type1"
2,강서/마곡,강서 전자담배,,0507-1349-3541,,,,,전자담배 전문점,강서/마곡 네이버 검색 검증,3,4,5,12,B,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁 (주소 확인 필요),yes,web_search_draft,,확장/생활상권,13.30,P3,Wave 3,565,Batch 12,"score 13.3, message_type1"
3,강서/마곡,구구미니 전자담배 화곡,서울 강서구 화곡동,010-4675-0251,https://jokoonmini.com/,,,,전자담배 전문점,화곡 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,566,Batch 12,"score 13.3, message_type1, linked source"
2,강서/마곡,하카 발산역직영점,서울 강서구 강서로 359-3 1층 101호,0507-1311-0261,,,,,전자담배 전문점,강서/마곡 네이버 검색 검증,3,4,5,12,B,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁,yes,web_search_draft,,확장/생활상권,13.30,P3,Wave 3,567,Batch 12,"score 13.3, message_type1"
2,금호/약수/옥수,금호 전자담배,,0507-1349-3646,,,,,전자담배 전문점,금호/약수/옥수 네이버 검색 검증,3,4,5,12,B,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁 (주소 확인 필요),yes,web_search_draft,,확장/생활상권,13.30,P3,Wave 3,568,Batch 12,"score 13.3, message_type1"
2,노원,노원 전자담배,,0507-1383-8958,,,,,전자담배 전문점,노원 네이버 검색 검증,3,4,5,12,B,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁 (주소 확인 필요),yes,web_search_draft,,확장/생활상권,13.30,P3,Wave 3,569,Batch 12,"score 13.3, message_type1"
2,노원,노원 전자담배,,0507-1366-6482,,,,,전자담배 전문점,노원 네이버 검색 검증,3,4,5,12,B,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁 (주소 확인 필요),yes,web_search_draft,,확장/생활상권,13.30,P3,Wave 3,570,Batch 12,"score 13.3, message_type1"
2,노원,파스타바코 노원총판,서울특별시 노원구 한글비석로 419 1층 파스타바코,0507-1309-9686,,,,,전자담배 전문점,노원 네이버 검색 검증,3,4,5,12,B,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁,yes,web_search_draft,,확장/생활상권,13.30,P3,Wave 3,571,Batch 12,"score 13.3, message_type1"
3,노원,휴즈전자담배 노원직영점,서울 노원구 상계동 371-2,010-8279-2797,https://m.zapjuice.co.kr/article/%EC%A0%84%EA%B5%AD%EC%B7%A8%EA%B8%89%EC%A0%90%EC%95%88%EB%82%B4/1002/1252/,,,,전자담배 전문점,노원/상계 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,572,Batch 12,"score 13.3, message_type1, linked source"
3,도봉/창동,마샤 베이프 방학점,서울 도봉구 방학로 131 1층 3호,010-2881-1098,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,방학 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,573,Batch 12,"score 13.3, message_type1, linked source"
3,동대문/청량리,베이프랩 답십리,서울 동대문구 황물로 65 (답십리동),010-9790-2770,https://vapelab.co.kr/,,,,전자담배 전문점,답십리 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,574,Batch 12,"score 13.3, message_type1, linked source"
2,동대문/청량리,청량리 전자담배,,0507-1308-6196,,,,,전자담배 전문점,동대문/청량리 네이버 검색 검증,3,4,5,12,B,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁 (주소 확인 필요),yes,web_search_draft,,확장/생활상권,13.30,P3,Wave 3,575,Batch 12,"score 13.3, message_type1"
3,목동/오목교,시가랜드 전자담배,서울 양천구 신월로 344 1층,0507-1335-8585,https://map.naver.com/p/entry/place/34524114,,,,전자담배 전문점,신정 상권,3,4,5,12,A,1,미접촉,,"네이버 지도 place listing 검증 완료. 전자담배 카테고리, 서울 양천구 주소, 0507 확인. 기존 공개 웹 검색 010 대체",yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,576,Batch 12,"score 13.3, message_type1, linked source"
3,목동/오목교,시가랜드전자담배 신월점,서울특별시 양천구 신월로 344 (신정동) 1층,010-4873-5030,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,양천구 신월 상권,3,4,5,12,A,1,미접촉,,리트머스코리아 공식 스토어로케이터 기반 2026-04-10 추가,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,577,Batch 12,"score 13.3, message_type1, linked source"
3,문정/가락,베이프엔문정,서울 송파구 법원로4길 6 문정아이파크 132-2호,010-7559-9574,https://primejuice.kr/article/%ED%8C%90%EB%A7%A4%EC%A0%90-%EC%B0%BE%EA%B8%B0/5/1018/,,,,전자담배 전문점,문정 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,578,Batch 12,"score 13.3, message_type1, linked source"
3,문정/가락,송파전자담배 너구리굴문정점,서울특별시 송파구 법원로11길 11 (문정동) 문정현대지식산업센터1-1 A동 130호,010-7676-1585,https://end-puff.com/bs21/layout/map_all2.html,,,,전자담배 전문점,문정/가락 상권,3,4,5,12,A,1,미접촉,,엔드퍼프 공식 스토어로케이터 기반 2026-04-10 추가,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,579,Batch 12,"score 13.3, message_type1, linked source"
3,사당/방배,막시무스코리아,서울 서초구 서초동,010-9632-3788,https://maximuskorea.co.kr/,,,,전자담배 전문점,서초 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,580,Batch 12,"score 13.3, message_type1, linked source"
2,사당/방배,사당 전자담배,,0507-1412-1162,,,,,전자담배 전문점,사당/방배 네이버 검색 검증,3,4,5,12,B,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁 (주소 확인 필요),yes,web_search_draft,,확장/생활상권,13.30,P3,Wave 3,581,Batch 12,"score 13.3, message_type1"
2,사당/방배,사당 전자담배,,0507-1369-5476,,,,,전자담배 전문점,사당/방배 네이버 검색 검증,3,4,5,12,B,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁 (주소 확인 필요),yes,web_search_draft,,확장/생활상권,13.30,P3,Wave 3,582,Batch 12,"score 13.3, message_type1"
3,사당/방배,킹콩전자담배 반포점,서울 서초구 잠원동,010-5216-5934,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,반포/잠원 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,583,Batch 12,"score 13.3, message_type1, linked source"
2,서대문/홍제,서대문홍제 전자담배,,0507-1498-8791,,,,,전자담배 전문점,서대문/홍제 네이버 검색 검증,3,4,5,12,B,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁 (주소 확인 필요),yes,web_search_draft,,확장/생활상권,13.30,P3,Wave 3,584,Batch 12,"score 13.3, message_type1"
2,서대문/홍제,서대문홍제 전자담배,,0507-1345-2946,,,,,전자담배 전문점,서대문/홍제 네이버 검색 검증,3,4,5,12,B,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁 (주소 확인 필요),yes,web_search_draft,,확장/생활상권,13.30,P3,Wave 3,585,Batch 12,"score 13.3, message_type1"
3,서울대입구/샤로수길,스모크 서울대입구역 전자담배,서울 관악구 관악로 211 1층 8호,010-5898-0078,https://m.zapjuice.co.kr/article/%EC%A0%84%EA%B5%AD%EC%B7%A8%EA%B8%89%EC%A0%90%EC%95%88%EB%82%B4/1002/646/,,,,전자담배 전문점,서울대입구 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,586,Batch 12,"score 13.3, message_type1, linked source"
3,서울대입구/샤로수길,하이전자담배,서울 관악구 관악로 212 1층 127호 (봉천동 관악프라자),010-4803-7499,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,봉천 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,587,Batch 12,"score 13.3, message_type1, linked source"
3,서초/양재,원더베이프 서초점,서울 서초구 서초대로46길 3 1층 101-2B호 (서초동 경중빌딩),010-6749-4416,https://end-puff.com/bs21/layout/map_all2.html,,,,전자담배 전문점,서초 상권,3,4,5,12,A,1,미접촉,,엔드퍼프 공식 스토어로케이터 기반 2026-04-10 추가,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,588,Batch 12,"score 13.3, message_type1, linked source"
3,서초/양재,킹콩전자담배 서초점,서울특별시 서초구 서초대로 240 (서초동 동일하이빌) 1층 111호,010-5835-5476,https://end-puff.com/bs21/layout/map_all2.html,,,,전자담배 전문점,서초 상권,3,4,5,12,A,1,미접촉,,엔드퍼프 공식 스토어로케이터 기반 2026-04-10 추가,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,589,Batch 12,"score 13.3, message_type1, linked source"
3,성북/길음,고래vape전자담배,서울특별시 성북구 안암로 67 (안암동5가) 1층,010-6310-6326,https://end-puff.com/bs21/layout/map_all2.html,,,,전자담배 전문점,성북구 안암/고대 상권,3,4,5,12,A,1,미접촉,,엔드퍼프 공식 스토어로케이터 기반 2026-04-10 추가,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,590,Batch 12,"score 13.3, message_type1, linked source"
3,신림,베이프렌드 전자담배 신림점,서울 관악구 신림로 387 1층,010-7266-0709,https://m.swidn.com/store,,,,전자담배 전문점,신림 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,591,Batch 12,"score 13.3, message_type1, linked source"
3,신림,봉천동 전자담배 프라임쥬스,서울 관악구 양녕로 26 (봉천동) 1층,010-8870-2447,https://primejuice.kr/,,,,전자담배 전문점,봉천 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,592,Batch 12,"score 13.3, message_type1, linked source"
2,신림,신림 전자담배,,0507-1397-1081,,,,,전자담배 전문점,신림 네이버 검색 검증,3,4,5,12,B,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁 (주소 확인 필요),yes,web_search_draft,,확장/생활상권,13.30,P3,Wave 3,593,Batch 12,"score 13.3, message_type1"
2,신림,신림 전자담배,,0507-1333-2430,,,,,전자담배 전문점,신림 네이버 검색 검증,3,4,5,12,B,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁 (주소 확인 필요),yes,web_search_draft,,확장/생활상권,13.30,P3,Wave 3,594,Batch 12,"score 13.3, message_type1"
3,신림,신림역 토네이도전자담배,서울 관악구 신림로 318 1동 1층 101호,010-9452-8576,https://m.zapjuice.co.kr/article/%EC%A0%84%EA%B5%AD%EC%B7%A8%EA%B8%89%EC%A0%90%EC%95%88%EB%82%B4/1002/1101/,,,,전자담배 전문점,신림역 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,595,Batch 12,"score 13.3, message_type1, linked source"
3,신림,파이프앤베이프,서울특별시 관악구 조원중앙로 59 1층,010-8272-5312,https://end-puff.com/bs21/layout/map_all2.html,,,,전자담배 전문점,신림 생활상권,3,4,5,12,A,1,미접촉,,엔드퍼프 공식 스토어로케이터 기반 2026-04-10 추가,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,596,Batch 12,"score 13.3, message_type1, linked source"
2,은평/연신내,연신내 전자담배,,0507-1446-5100,,,,,전자담배 전문점,은평/연신내 네이버 검색 검증,3,4,5,12,B,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁 (주소 확인 필요),yes,web_search_draft,,확장/생활상권,13.30,P3,Wave 3,597,Batch 12,"score 13.3, message_type1"
2,중랑/면목,상봉역 전자담배,서울특별시 중랑구 봉우재로33길 20,0507-1408-7905,,,,,전자담배 전문점,중랑/면목 네이버 검색 검증,3,4,5,12,B,1,미접촉,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁,yes,web_search_draft,,확장/생활상권,13.30,P3,Wave 3,598,Batch 12,"score 13.3, message_type1"
3,중랑/면목,이지전자담배 마샤베이프 면목,서울 중랑구 면목동,010-6456-5964,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,면목 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,599,Batch 12,"score 13.3, message_type1, linked source"
3,중랑/면목,전자담배 마샤베이프 면목로,서울 중랑구 면목로 488,010-3552-1677,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,면목 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,600,Batch 12,"score 13.3, message_type1, linked source"
3,천호/강동,모던베이프 암사점,서울 강동구 암사동,010-7466-8264,https://modernvapeamsa.blogspot.com/,,,,전자담배 전문점,암사 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,601,Batch 12,"score 13.3, message_type1, linked source"
3,천호/강동,일등 전자담배,서울특별시 강동구 양재대로 1500,010-8631-6212,https://m.justfog.co.kr/stockist.html,,,,전자담배 전문점,강동구 상권,3,4,5,12,A,1,미접촉,,저스트포그 공식 스토어로케이터 기반 2026-04-10 추가,yes,linked_source,,확장/생활상권,13.30,P3,Wave 3,602,Batch 12,"score 13.3, message_type1, linked source"
3,강서/마곡,라미야 공항점,서울 강서구 송정로 30 1층 (공항동),010-3333-2213,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,공항/강서 상권,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,12.90,P3,Wave 3,603,Batch 12,"score 12.9, linked source"
3,노원,라미야전자담배 공릉점,서울 노원구 공릉동,010-8652-4190,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,공릉 상권,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,12.90,P3,Wave 3,604,Batch 12,"score 12.9, linked source"
3,문정/가락,가락시장 베이핑샵,서울 송파구 송파대로28길 27 송파성원쌍떼빌상가 101동 219호,010-9278-8140,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,가락시장 인접,3,4,5,12,A,2,미접촉,,기존 02와 함께 공개된 010 번호 사용,yes,linked_source,,확장/생활상권,12.90,P3,Wave 3,605,Batch 12,"score 12.9, linked source"
3,문정/가락,라파엘전자담배 문정역점,서울 송파구 법원로 114 엠스테이트 B동 138호,010-2922-8023,https://m.zapjuice.co.kr/article/%EC%A0%84%EA%B5%AD%EC%B7%A8%EA%B8%89%EC%A0%90%EC%95%88%EB%82%B4/1002/1155/,,,,전자담배 전문점,문정역 인접,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,12.90,P3,Wave 3,606,Batch 12,"score 12.9, linked source"
3,문정/가락,송파 전자담배 너구리굴 문정점,서울 송파구 법원로11길 11 문정현대지식산업센터1-1 A동 130호,010-8208-0947,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,문정 상업지구,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,12.90,P3,Wave 3,607,Batch 12,"score 12.9, linked source"
3,문정/가락,송파3대전자담배,서울 송파구 송이로 85 영진빌딩 1층,010-6585-2524,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,가락 생활상권,3,4,5,12,A,2,미접촉,,기존 02와 함께 공개된 010 번호 사용,yes,linked_source,,확장/생활상권,12.90,P3,Wave 3,608,Batch 12,"score 12.9, linked source"
3,문정/가락,원더베이프 문정점,서울 송파구 법원로9길 26 에이치비지니스파크 D동 103호,010-8265-7880,https://wondervape.kr/shopinfo/company.html,,,,전자담배 전문점,문정 업무지구,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,12.90,P3,Wave 3,609,Batch 12,"score 12.9, linked source"
2,사당/방배,전자담배 사당동,서울 동작구 사당로 258,010-3751-1283,,,,,전자담배 전문점,사당 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,확장/생활상권,12.90,P3,Wave 3,610,Batch 12,"score 12.9, message_type1, flags:draft_only"
3,서울대입구/샤로수길,라미야서울대,서울 관악구 남부순환로 1820 지하1층 1057,010-4041-7810,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,서울대입구 상권,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,12.90,P3,Wave 3,611,Batch 12,"score 12.9, linked source"
3,서초/양재,서초전자담배,서울 서초구 효령로 304 국제전자센터 3층 3121호,010-9209-0071,https://m.justfog.co.kr/stockist.html,,,,전자담배 전문점,서초 상권,3,4,5,12,A,2,미접촉,,기존 02와 함께 공개된 010 번호 사용,yes,linked_source,,확장/생활상권,12.90,P3,Wave 3,612,Batch 12,"score 12.9, linked source"
3,성북/길음,성북멀티샵,서울 성북구 종암동,010-2382-6133,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,성북 상권,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,12.90,P3,Wave 3,613,Batch 12,"score 12.9, linked source"
3,신림,신림멀티샵,서울 관악구 신림로 309 1층,010-6406-4262,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,신림 메인상권,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,12.90,P3,Wave 3,614,Batch 12,"score 12.9, linked source"
2,은평/연신내,베이퍼크루 녹번역점,서울 은평구 통일로 579 아너스카운티 1층,010-6440-3164,,,,,전자담배 전문점,녹번 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,확장/생활상권,12.90,P3,Wave 3,615,Batch 12,"score 12.9, message_type1, flags:draft_only"
2,은평/연신내,오늘전자담배 은평뉴타운,서울 은평구 진관3로 21 은평뉴타운엘크루 101동 104호,010-3020-6160,,,,,전자담배 전문점,진관/은평뉴타운 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,확장/생활상권,12.90,P3,Wave 3,616,Batch 12,"score 12.9, message_type1, flags:draft_only"
2,은평/연신내,은평전자담배,서울 은평구 통일로 738-2 (불광동) 경인에버빌 1층,010-4368-2378,,,,,전자담배 전문점,불광 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,확장/생활상권,12.90,P3,Wave 3,617,Batch 12,"score 12.9, message_type1, flags:draft_only"
2,은평/연신내,응암전자담배,서울 은평구 응암로12길 14 1층,010-5272-2950,,,,,전자담배 전문점,응암 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,확장/생활상권,12.90,P3,Wave 3,618,Batch 12,"score 12.9, message_type1, flags:draft_only"
3,중랑/면목,라미야 면목점,서울 중랑구 면목로 375 (면목동) 1층,010-4296-0404,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,면목 상권,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,12.90,P3,Wave 3,619,Batch 12,"score 12.9, linked source"
3,천호/강동,고릴라파이프 천호점,서울 강동구 진황도로 4,010-5392-0448,https://m.ejuiceko.com/find_store.html,,,,전자담배 전문점,천호 메인상권,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,12.90,P3,Wave 3,620,Batch 12,"score 12.9, linked source"
3,천호/강동,라미야강동점,서울 강동구 천호동 157-3 1층,010-6553-3904,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,천호 생활상권,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,12.90,P3,Wave 3,621,Batch 12,"score 12.9, linked source"
3,천호/강동,라미야강동점 성내,서울 강동구 성내동,010-4175-0852,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,천호 상권,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안. 기존 라미야강동점과 별도 번호,yes,linked_source,,확장/생활상권,12.90,P3,Wave 3,622,Batch 12,"score 12.9, linked source"
3,천호/강동,하카전자담배 강동천호점,서울 강동구 구천면로 281,010-5364-1342,https://m.xn--9i1bl26anubgtr9x44g.com/article/%EC%A0%84%EA%B5%AD%EB%A7%A4%EC%9E%A5%EC%95%88%EB%82%B4/5/340/,,,,전자담배 전문점,천호 상권,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,12.90,P3,Wave 3,623,Batch 12,"score 12.9, linked source"
2,은평/연신내,베이프247 은평,서울 은평구 증산로 413 동현빌딩 104호,010-4090-9136,,,,,전자담배 전문점,은평 상권,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,확장/생활상권,12.50,P3,Wave 3,624,Batch 12,"score 12.5, flags:draft_only"
3,노원,노원전자담배쇼핑몰,서울 노원구 상계로7길 22 우성아파트 101호,010-7572-1538,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,노원 생활상권,3,4,5,12,A,3,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,12.40,P3,Wave 3,625,Batch 12,"score 12.4, linked source"
3,도봉/창동,라미야 쌍문점,서울 도봉구 창동 659-12 청우빌딩 3층,010-5858-7917,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,쌍문/창동 상권,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 라미야 쌍문역점 | 서울 도봉구 도봉로 484 청우빌딩 3층,yes,linked_source,merged_dup_history,확장/생활상권,12.40,P3,Wave 3,626,Batch 12,"score 12.4, linked source, flags:merged_dup_history"
3,수유/미아,수유전자담배 어썸리퀴드,서울 강북구 도봉로 290 수유역푸르지오시티 112호,010-5501-0095,https://m.ejuiceko.com/find_store.html,,,,전자담배 전문점,수유 역세권,3,4,5,12,A,3,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,12.40,P3,Wave 3,627,Batch 12,"score 12.4, linked source"
3,수유/미아,전자담배그레이컴퍼니 수유점,서울 강북구 한천로 1096 1층,010-9823-9475,https://m.zapjuice.co.kr/article/%EC%A0%84%EA%B5%AD%EC%B7%A8%EA%B8%89%EC%A0%90%EC%95%88%EB%82%B4/1002/327/,,,,전자담배 전문점,수유 핵심상권,3,4,5,12,A,3,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,확장/생활상권,12.40,P3,Wave 3,628,Batch 12,"score 12.4, linked source"
3,강서/마곡,다니엘코리아 까치산역점,서울 강서구 까치산역,010-5246-3118,,,,,전자담배 전문점,까치산 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,확장/생활상권,12.20,P3,Wave 3,629,Batch 12,"score 12.2, message_type1, flags:draft_only"
3,강서/마곡,모닉스전자담배,서울 강서구 가양동,010-3557-3555,,,,,전자담배 전문점,가양 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,확장/생활상권,12.20,P3,Wave 3,630,Batch 12,"score 12.2, message_type1, flags:draft_only"
3,강서/마곡,베이프존 등촌점,서울 강서구 등촌동,010-5388-8732,,,,,전자담배 전문점,등촌 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,확장/생활상권,12.20,P3,Wave 3,631,Batch 12,"score 12.2, message_type1, flags:draft_only"
3,강서/마곡,전자담배 강서로,서울 강서구 강서로 426 효성인텔리안 103호,010-8799-1546,,,,,전자담배 전문점,강서 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,확장/생활상권,12.20,P3,Wave 3,632,Batch 12,"score 12.2, message_type1, flags:draft_only"
3,강서/마곡,파파베이퍼스 마곡,서울 강서구 마곡중앙6로 11 (마곡동) 보타닉파크타워3 지하1층 113호,010-8917-4246,,,,,전자담배 전문점,마곡 오피스상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,확장/생활상권,12.20,P3,Wave 3,633,Batch 12,"score 12.2, message_type1, flags:draft_only"
3,노원,베이핑크루 상계점,서울 노원구 상계동 1118-17 1층,010-9288-8558,,,,,전자담배 전문점,상계 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,확장/생활상권,12.20,P3,Wave 3,634,Batch 12,"score 12.2, message_type1, flags:draft_only"
3,노원,시가K 노원전자담배,서울 노원구 상계동,010-6468-4578,,,,,전자담배 전문점,노원 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,확장/생활상권,12.20,P3,Wave 3,635,Batch 12,"score 12.2, message_type1, flags:draft_only"
3,노원,양양베이프 월계점,서울 노원구 월계동,010-4191-1387,,,,,전자담배 전문점,월계 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,확장/생활상권,12.20,P3,Wave 3,636,Batch 12,"score 12.2, message_type1, flags:draft_only"
3,도봉/창동,GV전자담배 그린베이퍼,서울 도봉구 덕릉로 228 (창동) 1층,010-7494-7894,,,,,전자담배 전문점,창동 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,확장/생활상권,12.20,P3,Wave 3,637,Batch 12,"score 12.2, message_type1, flags:draft_only"
3,도봉/창동,전자담배 도봉로,서울 도봉구 도봉로145길 39 1층,010-3085-3898,,,,,전자담배 전문점,방학 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,확장/생활상권,12.20,P3,Wave 3,638,Batch 12,"score 12.2, message_type1, flags:draft_only"
3,도봉/창동,포베이프,서울 도봉구 마들로11길 57 (창동),010-4727-4569,,,,,전자담배 전문점,창동 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,확장/생활상권,12.20,P3,Wave 3,639,Batch 12,"score 12.2, message_type1, flags:draft_only"
