area,store_name,phone,address,map_link,notes
강서/마곡,전담GATE 화곡역점,0507-1338-3956,서울 강서구 화곡로 158 1층,https://pcmap.place.naver.com/place/1009687524/home,네이버 검색 롱테일 확장 2026-04-10 · query=발산 전자담배
,펌킨전자담배,010-7772-4893,서울 강서구 화곡로 374 (지엠벨리) 1층 101호,,be-well.co.kr 비웰 스토어로케이터 KBoard ID:106. 2026-04-14 bewell_extended 신규. brand:데이드림.
강서/마곡,펌킨전자담배 강서점,0507-1335-8556,서울 강서구 화곡로 374 지엠벨리 1층 101호,https://pcmap.place.naver.com/place/1547394272/home,네이버 검색 롱테일 확장 2026-04-10 · query=우장산 전자담배
강서/마곡,하카가양,010-5493-0060,서울 강서구 화곡로68길 33 라인 상가 108호,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
사당/방배/목동,사당전자담배,0507-1375-2845,서울 관악구 과천대로 943 1층 202호,https://pcmap.place.naver.com/place/2043066722/home,merge_v2 review_rescue; 서울 주소 + 0507 + 네이버 플레이스 스니펫 확인
사당/방배/목동,전담GATE 사당역점,0507-1454-6377,서울 관악구 과천대로 951 나호 1층,https://pcmap.place.naver.com/place/1774510370/home,merge_v2 longtail_outer; longtail stations batch 신규 후보 2026-04-13
신림,베이프렌드 서울대입구역점,010-3707-5345,서울 관악구 관악로 167 1층 (봉천동),,공개 웹 검색 기반 초안
,베이프렌드 전자담배 서울대입구역2호점,010-3247-5345,서울 관악구 관악로 168,,
,스모크전자담배 서울대입구역점,010-9711-9991,서울 관악구 관악로 211,http://place.map.kakao.com/1858806393,p3/14
서울대입구/샤로수길,스모크 서울대입구역 전자담배,010-5898-0078,서울 관악구 관악로 211 1층 8호,https://m.zapjuice.co.kr/article/%EC%A0%84%EA%B5%AD%EC%B7%A8%EA%B8%89%EC%A0%90%EC%95%88%EB%82%B4/1002/646/,공개 웹 검색 기반 초안
서울대입구/샤로수길,하이전자담배,010-4803-7499,서울 관악구 관악로 212 1층 127호 (봉천동 관악프라자),http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,공개 웹 검색 기반 초안
서울대입구/샤로수길,전담GATE 서울대샤로수길점,0507-1371-7141,서울 관악구 관악로14길 64 1층,https://pcmap.place.naver.com/place/1662981736/home,네이버 검색 롱테일 확장 2026-04-10 · query=서울대입구 전자담배
,아이러브휴대폰,010-2393-9570,서울 관악구 난곡로 244 1층 아이러브휴대폰,,be-well.co.kr 비웰 스토어로케이터 KBoard ID:42. 2026-04-14 bewell_extended 신규. brand:데이드림.
,샤인 전자담배,010-7497-7151,서울 관악구 난곡로 349(신림동) 1층 101호 샤인,,be-well.co.kr 비웰 스토어로케이터 KBoard ID:59. 2026-04-14 bewell_extended 신규. brand:데이드림.
,킹베이프,010-8081-9780,서울 관악구 남부순환로 1604,,
신림,신림전담 킹베이프,0507-1441-9780,서울 관악구 남부순환로 1604 1층,https://pcmap.place.naver.com/place/1837366763/home,네이버 검색 롱테일 확장 2026-04-10 · query=신대방 전자담배
,포스핀전자담배&수제담배 신림역점,010-5013-1294,서울 관악구 남부순환로 1625,http://place.map.kakao.com/1585616006,p5/14
신림,포스핀전자담배&수제담배,0507-1350-5839,서울 관악구 남부순환로 1625 1층 103호,https://pcmap.place.naver.com/place/2094510998/home,네이버 검색 롱테일 확장 2026-04-10 · query=신대방 전자담배
,제로전자담배 봉천역점,0507-1340-6465,서울 관악구 남부순환로 1742 1층,,
신림,관악봉천동 전자담배,010-8718-7820,서울 관악구 남부순환로 1820 (봉천동) 지하1층 1057,,공개 웹 검색 기반 초안
서울대입구/샤로수길,라미야서울대,010-4041-7810,서울 관악구 남부순환로 1820 지하1층 1057,https://m.martha-vape.com/bs21/layout/map_store2.html,공개 웹 검색 기반 초안
서울대입구/샤로수길,하카 관악 서울대입구역직영점,0507-1357-9079,서울 관악구 남부순환로 1846-1 1층,https://pcmap.place.naver.com/place/35830371/home,네이버 검색 롱테일 확장 2026-04-10 · query=서울대입구 전자담배
,피그먼트 베이프샵 낙성대역점,010-2453-7189,서울 관악구 남부순환로 1924,,
서울대입구/샤로수길,낙성대 전자담배 쿠노 베이프,010-2248-7130,서울 관악구 남부순환로 1924 1동 B208호(동림오피스텔),https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
,피그먼트 베이프샵 서울대입구역점,010-3906-7189,서울 관악구 남부순환로230길 18,,
서울대입구/샤로수길,전담GATE 낙성대점,0507-1360-5146,서울 관악구 남부순환로246길 17 1층,https://pcmap.place.naver.com/place/1495517734/home,네이버 검색 롱테일 확장 2026-04-10 · query=낙성대 전자담배
서울대입구/샤로수길,봉천동 전자담배,010-2933-1519,"서울 관악구 보라매로 9 (봉천동), 1층 전자담배",http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09
신림,베이프갱스터 관악점,010-4949-5973,서울 관악구 봉천로 216 (신림동),,공개 웹 검색 기반 초안
구로디지털단지/금천,판다전자담배 구로점,0507-1461-8344,서울 관악구 시흥대로 556 1층 판다전자담배 구로점,https://pcmap.place.naver.com/place/1605244262/home,merge_v2 longtail_outer; longtail stations batch 신규 후보 2026-04-13
신림,신림전자담배,010-6402-1036,서울 관악구 신림동,,공개 웹 검색 기반 초안
신림,신림전자담배 멀티샵2,010-8580-8240,서울 관악구 신림동,,공개 웹 검색 기반 초안
,버블전자담배,010-2583-7151,서울 관악구 신림동7길 36 (성심하우스) 1층 버블전자담배,,be-well.co.kr 비웰 스토어로케이터 KBoard ID:81. 2026-04-14 bewell_extended 신규. brand:데이드림.
,아이코스공식매장 채널큐 신림점,010-4210-0394,서울 관악구 신림동길 7-1,http://place.map.kakao.com/1639245240,query: 서울 관악구 전자담배
신림,판다전자담배 신림점,010-2217-3437,서울 관악구 신림로 126,,공개 웹 검색 기반 초안
신림,365아울렛,010-3336-3437,서울 관악구 신림로 126 365전자담배아울렛,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
신림,신림멀티샵,010-6406-4262,서울 관악구 신림로 309 1층,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,공개 웹 검색 기반 초안
신림,신림역 토네이도전자담배,010-9452-8576,서울 관악구 신림로 318 1동 1층 101호,https://m.zapjuice.co.kr/article/%EC%A0%84%EA%B5%AD%EC%B7%A8%EA%B8%89%EC%A0%90%EC%95%88%EB%82%B4/1002/1101/,공개 웹 검색 기반 초안
,전담게이트 신림역점,0507-1429-5661,서울 관악구 신림로 323 (신림동 1640-44),http://place.map.kakao.com/전담게이트신림역점,Kakao Local API 직접 확인. category=전자담배. 2026-04-14 final-six-closer 발굴.
신림,다니엘코리아 관악점,010-5332-2278,서울 관악구 신림로 340 (신림동) 르네상스쇼핑몰 1층 34호,,공개 웹 검색 기반 초안
신림,베이프렌드 전자담배 신림점,010-7266-0709,서울 관악구 신림로 387 1층,https://m.swidn.com/store,공개 웹 검색 기반 초안
신림,왕언니네전자담배,010-9872-8289,서울 관악구 신림로 86 왕언니네전자담배,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
노량진/보라매,하카 신대방역직영점,0507-1478-2161,서울 관악구 신사로 104-1 1층,https://pcmap.place.naver.com/place/1632120633/home,네이버 검색 롱테일 확장 2026-04-10 · query=보라매 전자담배
신림,봉천동 전자담배 프라임쥬스,010-8870-2447,서울 관악구 양녕로 26 (봉천동) 1층,https://primejuice.kr/,공개 웹 검색 기반 초안
,너구리굴전자담배 관악봉천점,010-4245-1013,서울 관악구 은천로19-1 (봉천동) 1층 전자담배,,be-well.co.kr 비웰 스토어로케이터 KBoard ID:87. 2026-04-14 bewell_extended 신규. brand:데이드림.
서울대입구/샤로수길,낙성대 전자담배 멀티샵,010-9155-9845,서울 관악구 인헌2길 13 (봉천동) 1층,,공개 웹 검색 기반 초안
,파이프앤베이프,010-6447-5383,서울 관악구 조원중앙로 59,,
관악구,파이프앤베이프,0507-1334-5383,서울 관악구 조원중앙로 59 1층,,디지털단지 전자담배 쿼리
구로디지털단지/금천,유베이프 전자담배,0507-1461-9256,"서울 관악구 조원중앙로 6 , 1층 유베이프전자담배",https://pcmap.place.naver.com/place/1381697001/home,merge_v2 review_rescue; 서울 주소 + 0507 + 네이버 플레이스 스니펫 확인
신림,유베이프(you vape),010-2378-3249,서울 관악구 조원중앙로 6 1층 you vape전자담배,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
서울대입구/샤로수길,크크전자담배 봉천,0507-1416-0899,서울 관악구 청룡1길 8 1층 크크전자담배,https://pcmap.place.naver.com/place/1632421045/home,네이버 검색 롱테일 확장 2026-04-10 · query=서울대입구 전자담배
,김성유베이핑연구소,010-4941-8155,서울 관악구 행운길 63,http://place.map.kakao.com/1189303235,query: 서울 영등포구 베이핑
,전담 GATE 서울대벤처타운점,010-9595-0681,서울 관악구 호암로24길 32 (신림동 1534),http://place.map.kakao.com/463301531,Kakao Local API 직접 확인. category=전자담배. 전담GATE 신규 지점. 2026-04-14 final-six-closer 발굴.
,전자담배 멀티샵 아이다 화양점,010-5937-7959,서울 광진구 광나루로 341 1층,,베라쥬스 공식 스토어로케이터 기반. 2026-04-14 Lane E (VERA sweep) 신규.
건대입구,킹콩베이퍼스 군자점,010-9930-9140,서울 광진구 광나루로 369 광진두산위브파크 1층 102호,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,공개 웹 검색 기반 초안
건대입구,앤써전자담배,010-9293-8777,서울 광진구 광나루로 382 1층 103호,https://m.zapjuice.co.kr/article/%EC%A0%84%EA%B5%AD%EC%B7%A8%EA%B8%89%EC%A0%90%EC%95%88%EB%82%B4/1002/1615/,공개 웹 검색 기반 초안
건대입구,위베이프 전자담배 건대점,0507-1367-4537,서울 광진구 광나루로24길 29,https://pcmap.place.naver.com/place/2082156395/home,네이버 검색 롱테일 확장 2026-04-10 · query=아차산역 전자담배
,이시그코리아,010-3845-4475,서울 광진구 광나루로56길 85 (구의동) 테크노마트 2층 A-15,,litmuskorea 마블루브랜드 공식 취급점 목록 기반. 구의역 테크노마트 전자담배 전문점.
,럭스텔레콤,010-3047-0228,서울 광진구 광나루로56길 85 (구의동) 테크노마트 6층 C-60,,review_promoted: litmuskorea 마블루 취급점 확인. 다른 매장(텔레콤샵+전자담배취급점). 2026-04-14 bewell_followup 확정.
건대입구,조후시가,010-9207-7069,서울 광진구 구의3동 테크노마트 2층 A64,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
건대입구,오지구 전자담배 광진구의점,0507-1317-6395,서울 광진구 구의강변로 87 1층 102호 오지구 전자담배 광진구의점,https://pcmap.place.naver.com/place/36237675/home,네이버 검색 핫스팟 인접 확장 2026-04-10 · query=뚝섬 전자담배
건대입구,용가리,010-4421-4374,서울 광진구 구의강변로 87 1층 전자담배,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
건대입구,베이프랩 자양점,010-2209-6383,서울 광진구 구의동,https://m.vapelab.co.kr/shopinfo/company.html,공개 웹 검색 기반 초안
건대입구,광진전자담배프라자,010-5537-9339,서울 광진구 능동,,공개 웹 검색 기반 초안
,헬로전자담배 건대점,0507-1348-3805,서울 광진구 능동로 123 1층 (화양동 5-5),,hyperlocal exact scan 2026-04-14 · query=화양동 전자담배 · 입호흡 최저가 포지셔닝 매장 영업 12:00~24:00
,베이피움 건대점,010-8363-2190,서울 광진구 능동로 135,http://place.map.kakao.com/228717836,query: 서울 광진구 전자담배
건대입구,더베이프샵 다미 건대점,010-9805-5262,서울 광진구 능동로 137-1 3층,https://m.swidn.com/store,공개 웹 검색 기반 초안
건대입구,고릴라파이프 건대점,010-9343-3233,서울 광진구 능동로 153 1층,https://m.zapjuice.co.kr/article/%EC%A0%84%EA%B5%AD%EC%B7%A8%EA%B8%89%EC%A0%90%EC%95%88%EB%82%B4/1002/261/,공개 웹 검색 기반 초안
,아이코스공식매장 세븐일레븐 동부센터점,010-4381-1285,서울 광진구 능동로 268,http://place.map.kakao.com/1724274088,query: 서울 광진구 전자담배
,하카 군자역직영점,0507-1475-2161,서울 광진구 능동로 278-1,,
,광진전자담배프라자,0507-1399-1778,서울 광진구 능동로 278-1 1층 (능동),,review_promoted: naver place 출처. pool에 광진전자담배프라자 010-5537-9339(같은주소) 있으나 0507 virtual번호 추가. last4 상이(1778≠9339). 2026-04-14 bewell_followup 확정.
,전담GATE 군자역점,0507-1493-2415,서울 광진구 능동로 288 1층,,네이버 검색 동부/북동부 secondary stations 스캔 2026-04-14 · query=군자역 전자담배 · 24시간 무인매장
,전담GATE 건대화양점,0507-1373-9072,서울 광진구 능동로13길 36 1층 (화양동 12-36),https://pcmap.place.naver.com/place/2046503598,hyperlocal exact scan 2026-04-14 · query=전담GATE 건대화양점 · 24시간 무인매장 능동로 위치(건대점과 별도)
,군자전자담배프라자,010-4648-7010,서울 광진구 능동로40길 12 군자전자담배 멀티샵,,be-well.co.kr 비웰 스토어로케이터 KBoard ID:21. 2026-04-14 bewell_extended 신규. brand:데이드림.
건대입구,위베이프 베이퍼럽,0507-1306-3886,서울 광진구 능동로53길 19 1층,https://pcmap.place.naver.com/place/1136138084/home,네이버 검색 롱테일 확장 2026-04-10 · query=중곡역 전자담배
,베이프챌린지 건대점,010-5885-2449,서울 광진구 동일로 150,,
건대입구,오지구 전자담배 건대점,0507-1383-2449,서울 광진구 동일로 150 1층,https://pcmap.place.naver.com/place/1381833860/home,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=건대입구 전자담배
건대입구,바이올렛베이프샵,010-7979-1655,서울 광진구 뚝섬로 522 1층,https://www.okinolabs.com/ko/store-locator/,공개 웹 검색 기반 초안
,공간베이프,010-2857-6248,서울 광진구 뚝섬로 618 (국제빌딩) 1층 전자담배,,be-well.co.kr 비웰 스토어로케이터 KBoard ID:22. 2026-04-14 bewell_extended 신규. brand:데이드림.
건대입구,공간베이프,0507-1358-4749,서울 광진구 뚝섬로 618 1층,https://pcmap.place.naver.com/place/1951066467/home,네이버 검색 롱테일 확장 2026-04-10 · query=구의 전자담배
건대입구,베이프메이트,0507-1369-8047,서울 광진구 면목로 132 1층,https://pcmap.place.naver.com/place/1280294927/home,네이버 검색 롱테일 확장 2026-04-10 · query=중곡역 전자담배
,베이프메이트,010-4704-6520,서울 광진구 면목로 132 1층(중곡동),,be-well.co.kr 비웰 스토어로케이터 KBoard ID:10. 2026-04-14 bewell_extended 신규. brand:데이드림.
건대입구,하카 건대입구역직영점,0507-1493-2161,서울 광진구 아차산로 191,https://pcmap.place.naver.com/place/2044835524/home,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=건대입구 전자담배
,빅베이프,010-8824-8904,"서울 광진구 아차산로 212(자양동, 더포디엄830) 2층 208호",,be-well.co.kr 비웰 스토어로케이터 KBoard ID:9. 2026-04-14 bewell_extended 신규. brand:데이드림.
건대입구,네모난 전자담배,0507-1438-3519,서울 광진구 아차산로 220 1층 네모난 전자담배,https://pcmap.place.naver.com/place/2095521509/home,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=건대입구 전자담배
건대입구,시가케이,0507-1440-5116,서울 광진구 아차산로 229 한림타워 2층 시가케이전자담배,https://pcmap.place.naver.com/place/36116863/home,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=건대입구 전자담배
건대입구,구의전자담배 할인마트,0507-1334-7029,서울 광진구 아차산로 399 1층,https://pcmap.place.naver.com/place/1545474685/home,네이버 검색 롱테일 확장 2026-04-10 · query=구의 전자담배
,전자담배할인매장라운지24 건대점,0507-1496-6363,서울 광진구 아차산로29길 12 1층 (화양동),,네이버 플레이스 검증. 2026-03 신규 오픈. 24시간 연중무휴. query=구의전자담배할인매장라운지24건대점
,전담GATE 건대로데오점,0507-1366-4297,서울 광진구 아차산로30길 3 1층 102호 (건대입구역 6번출구 59m),https://m.place.naver.com/place/2046503598,new-open monitor 신규 발굴. 24시 무인 매장. 블로그리뷰 90건. 풀 미등재 확인.
,베이프박스 건대점,010-5501-2402,서울 광진구 아차산로31길 54,,
,베이프박스 건대점,0507-1466-2402,서울 광진구 아차산로31길 54 1층 (화양동 11-22),,hyperlocal exact scan 2026-04-14 · query=베이프박스 건대점 · 24시간 무인자판기 운영
건대입구,GVAPE,0507-1471-9040,서울 광진구 아차산로51길 67 1층 101호 GVAPE,https://pcmap.place.naver.com/place/1875891922/home,네이버 검색 롱테일 확장 2026-04-10 · query=구의 전자담배
,베이프송 전자담배,010-2396-3934,서울 광진구 용마산로 60 1층 102호,,네이버 검색 동부/북동부 secondary stations 스캔 2026-04-14 · query=중곡동 전자담배
,바이올렛베이프샵,0507-1370-3802,서울 광진구 자양동 (신양초교사거리 약초원소공원 옆 1층),https://m.place.naver.com/place/1582382361,new-open monitor 신규 발굴. 방문자리뷰 3218건. 네이버 플레이스 확인. 풀 미등재.
건대입구,베이프런던 구의역점,0507-1334-5146,서울 광진구 자양로 112 102호 베이프런던,https://pcmap.place.naver.com/place/1660834306/home,네이버 검색 롱테일 확장 2026-04-10 · query=구의 전자담배
건대입구,airvape,010-7129-2008,서울 광진구 자양로 153 1층 2호 에어베이프,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
건대입구,라미야자양점,010-9407-3923,서울 광진구 자양로13길 19 1층,https://m.martha-vape.com/bs21/layout/map_store2.html,공개 웹 검색 기반 초안
건대입구,전자담배스토어 중곡동,010-3391-9797,서울 광진구 중곡동,,공개 웹 검색 기반 초안
건대입구,베이퍼럽 전자담배,010-5249-3886,서울 광진구 중곡동 211-24 가든시티 1층 상가 전자담배,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
,구름VAPE24시무인매장,0507-1313-7049,서울 광진구 천호대로112길 37 1층 (능동 234-19),https://pcmap.place.naver.com/place/list?query=아차산역+전자담배,hyperlocal exact scan 2026-04-14 · query=아차산역 전자담배 · 24시간 무인매장 광진구 능동 발굴
,상어전자담배,010-8362-4400,서울 광진구 화양동 21-2 브라운스톤화양 제 1층층 105호 상어전자담배,,be-well.co.kr 비웰 스토어로케이터 KBoard ID:8. 2026-04-14 bewell_extended 신규. brand:데이드림.
구로디지털단지,위베이프전자담배 개봉점,0507-1305-3136,서울 구로구 개봉로 45 101호,https://pcmap.place.naver.com/place/1621057090/home,네이버 검색 롱테일 확장 2026-04-10 · query=개봉역 전자담배
구로디지털단지,라미야구로점(신도림),010-9028-9207,서울 구로구 개봉로 45 1층,https://map.naver.com/p/search/라미야 구로점 신도림,애매번호 재검증 복구 2026-04-10. 개봉동 지번과 개봉로 45 도로명 표기가 동일 매장 범주로 수렴했고 두 소스가 같은 010 번호를 공유
구로디지털단지/금천,고척전자담배,0507-1341-4564,서울 구로구 경서로 39-1,https://pcmap.place.naver.com/place/1923120840/home,merge_v2 longtail_outer; longtail stations batch 신규 후보 2026-04-13
구로디지털단지,고척현대 전자담배,010-3788-4564,서울 구로구 경서로 39-1 구로구고척동129-7,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
,한국전자담배,010-5938-4481,서울 구로구 경인로 185-1,,베라쥬스 공식 스토어로케이터 기반. 2026-04-14 Lane E (VERA sweep) 신규.
구로디지털단지,전자담배멀티샵 구로,010-8644-5330,서울 구로구 경인로 206 1층,,공개 웹 검색 기반 초안
구로디지털단지,원베이프 개봉동점,010-5212-5995,서울 구로구 경인로 320,,공개 웹 검색 기반 초안
구로디지털단지,신도림 미쓰전자담배,010-6624-2288,서울 구로구 경인로 643 신도림2차동아 A상가 1층 133호,,공개 웹 검색 기반 초안
구로디지털단지,루프베이프 신도림,010-8191-3284,서울 구로구 경인로 643 신도림2차동아아파트 상가 1층,,공개 웹 검색 기반 초안
구로디지털단지,오지구전자담배 고척점,0507-1390-8380,서울 구로구 경인로47길 25 1층,https://pcmap.place.naver.com/place/1601262803/home,네이버 검색 롱테일 확장 2026-04-10 · query=개봉역 전자담배
,롤로 구로중앙유통단지점,010-4709-0723,서울 구로구 경인로53길 15 (구로동 1258),http://place.map.kakao.com/966376720,Kakao Local API 직접 확인. category=전자담배. 구로 신규 지점 (기존 롤로타바코 남구로점 010-9028-9207과 별도 지점). 2026-04-14 final-six-closer 발굴.
구로구,킥클,0507-1427-8993,서울 구로구 경인로53길 15 (구로동) 지하1층 C20-02호,,서울 베이핑 샵 쿼리
구로디지털단지,원타임 신도림,010-2356-0059,서울 구로구 경인로67길 23 (신도림2차푸르지오) 상가,,공개 웹 검색 기반 초안
구로디지털단지,전자담배,010-4132-5866,서울 구로구 고척동 257-22 전자담배,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
,전자담배 액상 젤루싸,010-5938-8910,서울 구로구 구로동로 135 (구로동 754-7),http://place.map.kakao.com/780793851,타운커넥트 phone-search / Kakao Place ID:780793851. category=전자담배. 2026-04-15 vape-900-last-one-strict 발굴. exact phone dedupe CLEAN. 주소 dedupe CLEAN.
,구일로또전자담배,010-2672-1337,서울 구로구 구일로8길 63,http://place.map.kakao.com/1351563324,q:개봉 전자담배
구로디지털단지/금천,구일 로또 전자담배,0507-1387-1355,서울 구로구 구일로8길 63 한신상가 제1층 102호 구일 로또 전자담배,https://pcmap.place.naver.com/place/1730187635/home,merge_v2 longtail_outer; longtail stations batch 신규 후보 2026-04-13
구로디지털단지,전담GATE 개봉역점,0507-1381-5191,서울 구로구 남부순환로95길 8-10,https://pcmap.place.naver.com/place/1089423027/home,네이버 검색 롱테일 확장 2026-04-10 · query=개봉역 전자담배
구로디지털단지,롤로타바코 남구로점,0507-1358-9497,서울 구로구 도림로 27-1,https://pcmap.place.naver.com/place/1680399315/home,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁
구로디지털단지,베이프넘버 구로대림점,010-7497-3730,서울 구로구 도림로 79 (구로동) 1층 전자담배,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09
구로디지털단지,구로전자담배 샤파밍기샵,010-4850-8540,서울 구로구 도림천로 446,,공개 웹 검색 기반 초안
구로디지털단지,베이프스트릿 구로점,0507-1442-5115,서울 구로구 디지털로 315 1층,http://m.xn--jk1bv40b.com/myboard/st_branch/1048331,공개 웹 검색 기반 초안
구로디지털단지,전담GATE 구로디지털단지역점,0507-1314-9469,서울 구로구 디지털로32길 97-39 1층,https://pcmap.place.naver.com/place/2021900780/home,네이버 검색 롱테일 확장 2026-04-10 · query=신대방 전자담배
구로디지털단지,전자금연용품할인매장,010-9984-5336,서울 구로구 디지털로32나길 38 서림빌딩 1층,https://map.naver.com/p/search/전자담배할인매장 구로,"애매번호 재검증 복구 2026-04-10. 네이버 지도 검색상 서울 구로구 구로동 전자담배 결과가 확인됐고, Martha/Litmus 모두 서림빌딩 계열 주소와 동일 번호를 공유"
구로구,선봉모바일전자담배,0507-1334-9364,서울 구로구 부일로1길 23 선봉모바일,,전자담배 판매 서울특별시 쿼리
구로디지털단지/금천,전담GATE 신도림점,0507-1325-3856,서울 구로구 새말로 102 1층 145호,https://pcmap.place.naver.com/place/2075828503/home,merge_v2 longtail_outer; longtail stations batch 신규 후보 2026-04-13
구로디지털단지,구로디지털단지역 식후땡전자담배,010-2137-6780,서울 구로구 시흥대로 545-1 1층,https://m.zapjuice.co.kr/article/%EC%A0%84%EA%B5%AD%EC%B7%A8%EA%B8%89%EC%A0%90%EC%95%88%EB%82%B4/1002/1545/,공개 웹 검색 기반 초안
구로디지털단지,마크전자담배 가산점,010-8961-3375,서울 금천구 가산동,,공개 웹 검색 기반 초안
구로디지털단지,베이프큐 가산점,010-4209-9954,서울 금천구 가산동,,공개 웹 검색 기반 초안
구로디지털단지,키츠베이프,010-2568-9378,서울 금천구 가산동,,공개 웹 검색 기반 초안
구로디지털단지,에코이앤씨,010-2509-8184,서울 금천구 가산동 371-28 우림라이온스밸리A동 128-1호 에코전자담배,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
구로디지털단지,마크전자담배 금천구 가산점,010-9027-9389,서울 금천구 가산디지털1로 168 우림라이온스밸리 A동 109호 마크전자담배 금천구 가산점,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
,아이코스공식매장 이마트24 가산SKV1점,010-4249-1285,서울 금천구 가산디지털1로 171,http://place.map.kakao.com/931932439,query: 서울 금천구 전자담배
구로디지털단지/금천,래빗베이프 가산점,010-2971-8811,서울 금천구 가산디지털1로 181 1층 115-1호 래빗베이프 전자담배 가산점,https://pcmap.place.naver.com/place/1497824566/home,merge_v2 review_rescue; blank phone -> 010 rescue
,베이프큐 가산점,0507-1417-9954,서울 금천구 가산디지털2로 101 한라원앤원타워 1층 106호,https://pcmap.place.naver.com/place/list?query=%EB%B2%A0%EC%9D%B4%ED%94%84%ED%81%90+%EA%B0%80%EC%82%B0,carry-over promotable revalidation 2026-04-14. Naver Place 0507 최신번호 (기존 baseline: 010-4209-9954/가산동coarse). 정밀주소 추가
구로디지털단지,월드플레이 전자담배 가산점,0507-1386-5517,서울 금천구 가산디지털2로 136 1층 103호 월드플레이 가산점,https://pcmap.place.naver.com/place/2079010624/home,네이버 검색 롱테일 확장 2026-04-10 · query=가산디지털단지 전자담배
금천/가산,슈가볼트,0507-1487-9595,서울 금천구 가산디지털2로 173 에이스비즈포레 지식산업센터 919호 920호,https://pcmap.place.naver.com/place/list?query=%EC%8A%88%EA%B0%80%EB%B3%BC%ED%8A%B8&x=126.8956&y=37.4791,네이버 플레이스 전자담배 카테고리 · 지식산업센터 919-920호(사무형) · 17:00마감 · 소매가 명시 · baseline+redux_a dedupe 미포함 · query=가산동 전자담배 액상
구로디지털단지/금천,무인제로전자담배&커피,0507-1429-5339,서울 금천구 가산로3길 86 1층,https://pcmap.place.naver.com/place/1792865058/home,merge_v2 longtail_outer; longtail stations batch 신규 후보 2026-04-13
구로디지털단지,시흥동전자담배,0507-1324-3730,서울 금천구 금하로 680 1층,https://pcmap.place.naver.com/place/1940541711/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=금천구청역 전자담배
구로디지털단지,금천전자담배프라자,010-2224-2527,서울 금천구 독산동,,공개 웹 검색 기반 초안
금천구,투맨베이프 전자담배,0507-1354-8261,서울 금천구 독산로 173 1층,,독산동 전자담배
구로디지털단지,돛대전자담배 독산,010-2654-6016,서울 금천구 독산로 주변,,공개 웹 검색 기반 초안
구로디지털단지,베이프렌드 전자담배 독산역점,0507-1458-1229,서울 금천구 벚꽃로 122,https://pcmap.place.naver.com/place/37097819/home,네이버 검색 롱테일 확장 2026-04-10 · query=독산 전자담배
구로디지털단지,더블에잇,010-3392-0514,서울 금천구 벚꽃로 122 1층 베이프렌드 전자담배,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
금천구,키츠베이프,0507-1317-9378,서울 금천구 벚꽃로 234 에이스하이엔드타워6차 101호,,session2 naver discovery
