no,phone,store_name,decoded_store_name,address,area_or_district,map_or_source_url,source_file,notes,verdict,reason,evidence_url,evidence_note
223,010-4447-7869,앳츠,앳츠,서울특별시 광진구 군자로7길 10 (화양동) 1층,건대입구,https://end-puff.com/bs21/layout/map_all2.html,vape_send_ready_final_2026-04-13_804.csv,엔드퍼프 공식 스토어로케이터 기반 2026-04-10 추가,VERIFIED_KEEP,공식 로케이터 URL 확인,https://end-puff.com/bs21/layout/map_all2.html,공식 로케이터 URL
224,010-4484-5600,베이퍼스 방배점,베이퍼스 방배점,서울 서초구 방배동,사당/방배,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
225,010-4491-2731,서울 pod system 판매점,서울 pod system 판매점,서울 (Naver 검색),,,vape_1400_new_source_v2_additions_2026-04-16.csv,,NEEDS_REVIEW,약한 출처 + URL 없음 + 전담 명시 상호 (vape_1400_new_source_v2_additi),,"약한 출처, URL 없음"
226,010-4534-5293,자이언트바바 양천,자이언트바바 양천,서울 양천구 신월로,목동/오목교,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,NEEDS_REVIEW,상호명 모호 + URL 없음 (자이언트바바 양천),,상호 모호
227,010-4557-4742,아메리퀴드여의도,아메리퀴드여의도,서울 영등포구 여의대방로 379 제일빌딩 130호,여의도,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,마샤 베이프 공식 로케이터의 서울 여의도 SMS 가능 번호 반영. 기존 동일 주소 타 매장 중복 행(row 28 업그레이드 전 원본) 대신 교체,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
228,010-4567-1024,목동전자담배 베이프갱스터,목동전자담배 베이프갱스터,서울특별시 양천구 목동로 1층 163호,양천구,,vape_1400_naver_blog_v2_final_additions_2026-04-16.csv,,NEEDS_REVIEW,Naver 블로그 + URL 없음 — 전담 명시 (확인 권장),,"Naver 블로그, URL 없음"
229,010-4576-9052,싸다구전자담배,싸다구전자담배,서울 서대문구 통일로 147-1 1층,서대문구,,vape_send_ready_final_2026-04-15_1323.csv,swidn.com,VERIFIED_KEEP,신뢰 출처 + 전담 명시 상호 (vape_send_ready_final_2026-04-),,신뢰출처 + 명시 상호
230,010-4580-3330,호랭이담뱃잎상회,호랭이담뱃잎상회,서울 동대문구 한천로14길 49,동대문구,http://place.map.kakao.com/1617242461,vape_1000_townconnect_paginated_additions_2026-04-15.csv,p3/30,VERIFIED_KEEP,신뢰 출처 + URL (vape_1000_townconnect_paginate),http://place.map.kakao.com/1617242461,신뢰출처 URL
231,010-4594-9227,듀바코 성북점,듀바코 성북점,서울 성북구 동선동5가,성북/길음,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
232,010-4645-0735,오케이베이프 강서점,오케이베이프 강서점,"서울 강서구 초원로16길 3-11(방화동, 힐스테이트 신방화역) 힐스테이트 상가 전자담배",강서구,,vape_bewell_extended_additions_2026-04-14.csv,be-well.co.kr 비웰 스토어로케이터 KBoard ID:125. 2026-04-14 bewell_extended 신규. brand:데이드림.,VERIFIED_KEEP,공식 로케이터 출처 (vape_bewell_extended_additions_2026),,공식 로케이터 파일
233,010-4648-7010,군자전자담배프라자,군자전자담배프라자,서울 광진구 능동로40길 12 군자전자담배 멀티샵,광진구,,vape_bewell_extended_additions_2026-04-14.csv,be-well.co.kr 비웰 스토어로케이터 KBoard ID:21. 2026-04-14 bewell_extended 신규. brand:데이드림.,VERIFIED_KEEP,공식 로케이터 출처 (vape_bewell_extended_additions_2026),,공식 로케이터 파일
234,010-4675-0251,구구미니 전자담배 화곡,구구미니 전자담배 화곡,서울 강서구 화곡동,강서/마곡,https://jokoonmini.com/,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),https://jokoonmini.com/,804 baseline (네이버 검색)
235,010-4676-5339,뿜뿜베이프 전자담배,뿜뿜베이프 전자담배,서울 송파구 올림픽로 86 (잠실동 로이타워) 1층,송파구,,vape_send_ready_final_2026-04-15_1323.csv,swidn.com,VERIFIED_KEEP,신뢰 출처 + 전담 명시 상호 (vape_send_ready_final_2026-04-),,신뢰출처 + 명시 상호
236,010-4704-6520,베이프메이트,베이프메이트,서울 광진구 면목로 132 1층(중곡동),광진구/중곡동,,vape_bewell_extended_additions_2026-04-14.csv,be-well.co.kr 비웰 스토어로케이터 KBoard ID:10. 2026-04-14 bewell_extended 신규. brand:데이드림.,VERIFIED_KEEP,공식 로케이터 출처 (vape_bewell_extended_additions_2026),,공식 로케이터 파일
237,010-4709-0723,롤로 구로중앙유통단지점,롤로 구로중앙유통단지점,서울 구로구 경인로53길 15 (구로동 1258),구로/구로중앙유통단지,http://place.map.kakao.com/966376720,vape_900_final_six_closer_additions_2026-04-14.csv,Kakao Local API 직접 확인. category=전자담배. 구로 신규 지점 (기존 롤로타바코 남구로점 010-9028-9207과 별도 지점). 2026-04-14 final-six-closer 발굴.,VERIFIED_KEEP,신뢰 출처 + URL (vape_900_final_six_closer_addi),http://place.map.kakao.com/966376720,신뢰출처 URL
238,010-4710-1822,베이퍼스 미아점,베이퍼스 미아점,서울 강북구 미아동,수유/미아,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
239,010-4724-0128,강동역 전자담배 피움,강동역 전자담배 피움,서울 강동구 천호대로 1089 복합시설동 지1층 비44호 (피움),천호/강동,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
240,010-4727-4569,포베이프,포베이프,서울 도봉구 마들로11길 57 (창동),도봉/창동,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
241,010-4754-3461,스누스와전자담배,스누스와전자담배,서울 마포구 양화로 156 LG팰리스빌딩 B119-2 스누스와전자담배,홍대/합정/상수,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
242,010-4759-1339,버나드 전자담배,버나드 전자담배,서울 마포구 마포대로 68 마포아크로타워 202호 버나드 전자담배,마포/공덕,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
243,010-4759-7724,민트프랜트,민트프랜트,서울 은평구 증산로3길 3 전자담배,은평/연신내,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
244,010-4761-3955,강남 전자담배 (SMOK취급)6,강남 전자담배 (SMOK취급)6,서울 강남구 도산대로 일대,강남구,,vape_1400_naver_blog_v2_final_additions_2026-04-16.csv,,NEEDS_REVIEW,Naver 블로그 + URL 없음 — 전담 명시 (확인 권장),,"Naver 블로그, URL 없음"
245,010-4803-5541,뉴턴전자담배 명일점,뉴턴전자담배 명일점,서울 강동구 양재대로 1626 105호,천호/강동,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
246,010-4803-7499,하이전자담배,하이전자담배,서울 관악구 관악로 212 1층 127호 (봉천동 관악프라자),서울대입구/샤로수길,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,공식 로케이터 URL 확인,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,공식 로케이터 URL
247,010-4806-6928,vaping lounge,vaping lounge,서울 강남구 선릉로155길 28 1층,역삼/선릉,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,NEEDS_REVIEW,804 baseline + 상호 불명확 (vaping lounge),,상호 불명확
248,010-4807-6793,더몬스터 강서점,더몬스터 강서점,서울 강서구 공항대로46길 9 연우넥스트뷰 101호,강서/마곡,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,vape_send_ready_final_2026-04-13_804.csv,"공식 스토어 로케이터 재확인 2026-04-10, 리트머스코리아 취급점 페이지 기반 비핫스팟 확장 추가",VERIFIED_KEEP,공식 로케이터 URL 확인,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,공식 로케이터 URL
249,010-4813-6460,포리프전자담배,포리프전자담배,서울 강서구 양천로 564,강서구,http://place.map.kakao.com/1005199571,vape_send_ready_final_2026-04-15_1323.csv,kw:전자담배 district:강서구 pg:1,VERIFIED_KEEP,신뢰 출처 + URL + 전담 상호 (vape_send_ready_final_2026-04-),http://place.map.kakao.com/1005199571,신뢰출처 + URL
250,010-4814-1106,시가로,시가로,서울 영등포구 영신로 22-1 (영등포동),영등포구,,vape_send_ready_final_2026-04-15_1323.csv,swidn.com,VERIFIED_KEEP,신뢰 출처 + 전담 관련 상호 + 노트 (vape_send_ready_final_2026-04-),,신뢰출처 + 노트
251,010-4823-2367,마샤 베이프 불광동,마샤 베이프 불광동,서울 은평구 불광동 290-19 1층,은평/연신내,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
252,010-4831-6566,오베이프 상봉점,오베이프 상봉점,서울 중랑구 망우로 286,중랑구,http://place.map.kakao.com/1761075427,vape_1000_townconnect_b1_additions_2026-04-15.csv,query: 서울 중랑구 전자담배,VERIFIED_KEEP,신뢰 출처 + URL + 전담 상호 (vape_1000_townconnect_b1_addit),http://place.map.kakao.com/1761075427,신뢰출처 + URL
253,010-4832-3596,압구정 전자담배 (로데오),압구정 전자담배 (로데오),서울 강남구 압구정동 로데오거리,강남구,,vape_1400_naver_blog_v2_final_additions_2026-04-16.csv,,NEEDS_REVIEW,Naver 블로그 + URL 없음 — 전담 명시 (확인 권장),,"Naver 블로그, URL 없음"
254,010-4833-0852,쿨베이핑전자담배길동점,쿨베이핑전자담배길동점,서울 강동구 길동,천호/강동,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
255,010-4842-3818,라미야 을지로점,라미야 을지로점,서울 중구 을지로2가 9-7 지하쇼핑센터 지하1층 4호,종로/을지로/충무로,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
256,010-4850-8540,구로전자담배 샤파밍기샵,구로전자담배 샤파밍기샵,서울 구로구 도림천로 446,구로디지털단지,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
257,010-4868-5841,위베이프 강남역점,위베이프 강남역점,서울 강남구 강남대로 지하 396,강남역,http://place.map.kakao.com/940484916,vape_1200_townconnect_v2_additions_2026-04-15.csv,phase_b page:1,VERIFIED_KEEP,URL + 전담 상호 (vape_1200_townconnect_v2_addit),http://place.map.kakao.com/940484916,URL 확인
258,010-4873-5030,시가랜드전자담배 신월점,시가랜드전자담배 신월점,서울특별시 양천구 신월로 344 (신정동) 1층,목동/오목교,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,vape_send_ready_final_2026-04-13_804.csv,리트머스코리아 공식 스토어로케이터 기반 2026-04-10 추가,VERIFIED_KEEP,공식 로케이터 URL 확인,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,공식 로케이터 URL
259,010-4906-8313,전자담배 멀티샵 고덕,전자담배 멀티샵 고덕,서울 강동구 상일로 152 강일동 고덕리엔파크1단지아파트 107동 603호,강동구,,vape_send_ready_final_2026-04-15_1323.csv,아파트 주소 유의; vera.or.kr 등록 기반 활성 추정,VERIFIED_KEEP,신뢰 출처 + 전담 명시 상호 (vape_send_ready_final_2026-04-),,신뢰출처 + 명시 상호
260,010-4912-9434,종각베이퍼스,종각베이퍼스,서울 종로구 종로 19 (종로1가) 지하1층 122-2호,종로/을지로/충무로,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
261,010-4913-1453,서브마린,서브마린,서울 송파구 올림픽로35가길 9 잠실푸르지오월드마크 230호,잠실/송리단길,https://map.naver.com/p/search/서브마린,vape_send_ready_final_2026-04-13_804.csv,"애매번호 재검증 복구 2026-04-10. 네이버 지도 검색상 서울 송파구 신천동 전자담배 결과 1건으로 수렴했고, Martha/Litmus 주소가 잠실푸르지오월드마크로 합치됨",VERIFIED_KEEP,804 baseline + Naver URL 확인,https://map.naver.com/p/search/서브마린,804 + Naver
262,010-4919-8249,제로전자담배 서강대점,제로전자담배 서강대점,서울 마포구 백범로 42,마포구,,vape_send_ready_final_2026-04-15_1323.csv,phone_unique|address_clear,VERIFIED_KEEP,신뢰 출처 + 전담 명시 상호 (vape_send_ready_final_2026-04-),,신뢰출처 + 명시 상호
263,010-4922-9212,증기샵,증기샵,서울 강남구 강남대로84길 15 효성해링턴타워 2층 208호 증기샵,강남역,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
264,010-4933-1901,강남역전자담배프라자,강남역전자담배프라자,서울 강남구 강남대로84길 23 2층 207-2호,강남역,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안. 전화 확인 필요,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
265,010-4941-8155,김성유베이핑연구소,김성유베이핑연구소,서울 관악구 행운길 63,영등포구,http://place.map.kakao.com/1189303235,vape_1000_townconnect_b2_additions_2026-04-15.csv,query: 서울 영등포구 베이핑,VERIFIED_KEEP,신뢰 출처 + URL + 전담 상호 (vape_1000_townconnect_b2_addit),http://place.map.kakao.com/1189303235,신뢰출처 + URL
266,010-4948-7676,용산시가프라자,용산시가프라자,서울 용산구 한강대로 257 청룡빌딩 지하1층 전자담배,이태원,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
267,010-4949-5973,베이프갱스터 관악점,베이프갱스터 관악점,서울 관악구 봉천로 216 (신림동),신림,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
268,010-5013-1294,포스핀전자담배&수제담배 신림역점,포스핀전자담배&수제담배 신림역점,서울 관악구 남부순환로 1625,동작구,http://place.map.kakao.com/1585616006,vape_1000_townconnect_paginated_additions_2026-04-15.csv,p5/14,VERIFIED_KEEP,신뢰 출처 + URL + 전담 상호 (vape_1000_townconnect_paginate),http://place.map.kakao.com/1585616006,신뢰출처 + URL
269,010-5016-6746,최고,최고,서울특별시 동작구 남부순환로271길 55  장원빌딩1층,사당/방배/목동,,vape_send_ready_final_2026-04-13_804.csv,merge_v2 longtail_outer; official locator recovery 2026-04-13,NEEDS_REVIEW,804 baseline + 상호 불명확 (최고),,상호 불명확
270,010-5102-3220,전자담배성지,전자담배성지,서울 영등포구 영중로 16,영등포구,http://place.map.kakao.com/1227755756,vape_send_ready_final_2026-04-15_1323.csv,kw:전자담배 district:영등포구 pg:1,VERIFIED_KEEP,신뢰 출처 + URL + 전담 상호 (vape_send_ready_final_2026-04-),http://place.map.kakao.com/1227755756,신뢰출처 + URL
271,010-5127-1225,킹콩전자담배 강남역점,킹콩전자담배 강남역점,서울 강남구 강남대로 390 미진프라자 지하1층,강남역,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안. 전화 확인 필요,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
272,010-5144-8704,까치산전자담배,까치산전자담배,서울 강서구 곰달래로 122 (디아인스) 101동102호,강서구,,vape_bewell_extended_additions_2026-04-14.csv,be-well.co.kr 비웰 스토어로케이터 KBoard ID:176. 2026-04-14 bewell_extended 신규. brand:데이드림.,VERIFIED_KEEP,공식 로케이터 출처 (vape_bewell_extended_additions_2026),,공식 로케이터 파일
273,010-5149-8765,도깨비전자담배 강남구청점,도깨비전자담배 강남구청점,서울 강남구 논현동,신논현/논현,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
274,010-5160-0986,홍대전자담배,홍대전자담배,서울 마포구 서교동,홍대/합정/상수,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
275,010-5162-1263,망원전자담배,망원전자담배,서울특별시 마포구 월드컵로 67 그린빌딩 1층,마포/공덕,https://end-puff.com/bs21/layout/map_all2.html,vape_send_ready_final_2026-04-13_804.csv,엔드퍼프 공식 스토어로케이터 기반 2026-04-10 추가,VERIFIED_KEEP,공식 로케이터 URL 확인,https://end-puff.com/bs21/layout/map_all2.html,공식 로케이터 URL
276,010-5164-8901,킹베이퍼,킹베이퍼,서울 용산구 한강대로 95 래미안용산더센트럴 지하2층 B201호 킹베이퍼,이태원,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
277,010-5165-3883,신촌전자담배프라자,신촌전자담배프라자,서울 서대문구 신촌,신촌/이대,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안. 주소 재확인 필요,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
278,010-5204-0754,베이프갱스터 목동점,베이프갱스터 목동점,서울 양천구 신정동 1007-11 이스타팰리스 106호 베이프갱스터,목동/오목교,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
279,010-5212-5995,원베이프 개봉동점,원베이프 개봉동점,서울 구로구 경인로 320,구로디지털단지,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
280,010-5216-5934,킹콩전자담배 반포점,킹콩전자담배 반포점,서울 서초구 잠원동,사당/방배,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,공식 로케이터 URL 확인,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,공식 로케이터 URL
281,010-5223-7793,시청전자담배,시청전자담배,서울 중구 서소문로 111 203호(계단 위 왼쪽 사무실),종로/을지로/충무로,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
282,010-5243-7061,제로전자담배 역삼점,제로전자담배 역삼점,서울 강남구 봉은사로30길 74,,,vape_1400_daum_sweep_v2b_additions_2026-04-16.csv,,NEEDS_REVIEW,약한 출처 + URL 없음 + 전담 명시 상호 (vape_1400_daum_sweep_v2b_addit),,"약한 출처, URL 없음"
283,010-5246-3118,다니엘코리아 까치산역점,다니엘코리아 까치산역점,서울 강서구 까치산역,강서/마곡,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,NEEDS_REVIEW,상호명 모호 + URL 없음 (다니엘코리아 까치산역점),,상호 모호
284,010-5249-3886,베이퍼럽 전자담배,베이퍼럽 전자담배,서울 광진구 중곡동 211-24 가든시티 1층 상가 전자담배,건대입구,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
285,010-5272-2950,응암전자담배,응암전자담배,서울 은평구 응암로12길 14 1층,은평/연신내,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
286,010-5308-8754,서울 pod system 판매점,서울 pod system 판매점,서울 (Naver 검색),,,vape_1400_new_source_v2_additions_2026-04-16.csv,,NEEDS_REVIEW,약한 출처 + URL 없음 + 전담 명시 상호 (vape_1400_new_source_v2_additi),,"약한 출처, URL 없음"
287,010-5329-5164,다니엘서비스,다니엘서비스,서울특별시 강동구 성내로 54 성내스테이 103호,강동/천호,,vape_900_orchestrator_batch1_additions_2026-04-14.csv,end-puff.com 공식 스토어로케이터 기반. 2026-04-14 Batch1 신규.,NEEDS_REVIEW,상호명 모호 + URL 없음 (다니엘서비스),,상호 모호
288,010-5330-8070,뉴비전자담배,뉴비전자담배,서울특별시 종로구 돈화문로11길 8 1층,종로구,https://m.blog.naver.com/newbvape/224253301767,vape_1300_blog_cafe_additions_final_2026-04-15.csv,,NEEDS_REVIEW,약한 출처 + URL + 전담 명시 상호 (vape_1300_blog_cafe_additions_),https://m.blog.naver.com/newbvape/224253301767,약한 출처
289,010-5332-2278,다니엘코리아 관악점,다니엘코리아 관악점,서울 관악구 신림로 340 (신림동) 르네상스쇼핑몰 1층 34호,신림,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,NEEDS_REVIEW,상호명 모호 + URL 없음 (다니엘코리아 관악점),,상호 모호
290,010-5350-8464,라미야강서점,라미야강서점,"서울 강서구 곰달래로 169,1층(화곡동)",강서/마곡,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,공식 로케이터 URL
291,010-5360-4480,지직스베이프 청담동점,지직스베이프 청담동점,서울 강남구 도산대로 415 1층,압구정/청담,https://m.zapjuice.co.kr/article/%EC%A0%84%EA%B5%AD%EC%B7%A8%EA%B8%89%EC%A0%90%EC%95%88%EB%82%B4/1002/436/,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),https://m.zapjuice.co.kr/article/%EC%A0%84%EA%B5%AD%EC%B7%A8%EA%B8%89%EC%A0%90%EC%95%88%EB%82%B4/1002/436/,804 baseline (네이버 검색)
292,010-5364-1342,하카전자담배 강동천호점,하카전자담배 강동천호점,서울 강동구 구천면로 281,천호/강동,https://m.xn--9i1bl26anubgtr9x44g.com/article/%EC%A0%84%EA%B5%AD%EB%A7%A4%EC%9E%A5%EC%95%88%EB%82%B4/5/340/,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),https://m.xn--9i1bl26anubgtr9x44g.com/article/%EC%A0%84%EA%B5%AD%EB%A7%A4%EC%9E%A5%EC%95%88%EB%82%B4/5/340/,804 baseline (네이버 검색)
293,010-5388-8732,베이프존 등촌점,베이프존 등촌점,서울 강서구 등촌동,강서/마곡,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
294,010-5392-0448,고릴라파이프 천호점,고릴라파이프 천호점,서울 강동구 진황도로 4,천호/강동,https://m.ejuiceko.com/find_store.html,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,NEEDS_REVIEW,"고릴라파이프 — 파이프+전담 복합매장, 전담 비중 확인 권장",https://m.ejuiceko.com/find_store.html,파이프담배 전문 가능성
295,010-5403-1721,하카전자담배 영등포점,하카전자담배 영등포점,서울 영등포구 영등포동,영등포/문래,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
296,010-5437-6651,서울특별시 성동구 용답동 235-10 FCN빌딩 401,서울특별시 성동구 용답동 235-10 FCN빌딩 401,서울특별시 성동구 용답동 235-10 FCN빌딩 401호,서울,,vape_1000_litmuskorea_additions_2026-04-15.csv,brand locator,VERIFIED_KEEP,공식 로케이터 출처 (vape_1000_litmuskorea_additions_202),,공식 로케이터 파일
297,010-5493-0060,하카가양,하카가양,서울 강서구 화곡로68길 33 라인 상가 108호,강서/마곡,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
298,010-5501-0095,수유전자담배 어썸리퀴드,수유전자담배 어썸리퀴드,서울 강북구 도봉로 290 수유역푸르지오시티 112호,수유/미아,https://m.ejuiceko.com/find_store.html,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.ejuiceko.com/find_store.html,공식 로케이터 URL
